year,food_code,mod_code,food_description,method,method_description,nhanes,price_100gm
2011/2012,12210210,0,"Cream substitute, flavored, liquid (Includes Coffee Mate Liquid, International Delight Flavored Creamer, flavored nondairy creamers)",1,Links to FNDDS,NA,0.347439
2011/2012,12210250,0,"Cream substitute, light, liquid (Includes Coffee Mate Low Fat Original, Mocha Mix Lite, Farm Rich Light, low fat)",2,Links to altEC,NA,0.316187
2011/2012,12210255,0,"Cream substitute, light, flavored, liquid",2,Links to altEC,NA,0.316187
2011/2012,12210260,0,"Cream substitute, fat free, liquid (Includes Coffee-mate Fat Free)",2,Links to altEC,NA,0.316187
2011/2012,12210270,0,"Cream substitute, fat free, flavored, liquid (Includes Coffee-mate Fat Free, International Delight Flavored Creamer, Mocha Mix Fat Free, flavored nondairy creamers)",1,Links to FNDDS,NA,NA
2011/2012,12210310,0,"Cream substitute, sugar free, flavored, liquid (Includes Coffee-mate Sugar Free, International Delight Flavored Creamer, flavored nondairy creamers)",2,Links to altEC,NA,0.347439
2011/2012,12210400,0,"Cream substitute, powdered (Includes Coffee Mate, Coffee Tone, Cremora, instant coffee creamer, instant creamer, Please, Pream)",1,Links to FNDDS,NA,0.4466
2011/2012,12210410,0,"Cream substitute, light, powdered (Includes Coffee Mate, Cremora, low fat)",1,Links to FNDDS,NA,0.566171
2011/2012,12210420,0,"Cream substitute, flavored, powdered (Includes Coffee Mate Powder, flavored nondairy creamer)",1,Links to FNDDS,NA,0.591978
2011/2012,12210430,0,"Cream substitute, fat free, powder",1,Links to FNDDS,NA,NA
2011/2012,12210440,0,"Cream substitute, fat free, flavored, powder (Includes Coffee-mate Fat Free, flavored nondairy creamers)",1,Links to FNDDS,NA,0.734782
2011/2012,12210505,0,"Cream substitute, sugar free, flavored, powder (Includes Coffee-mate Sugar Free, flavored nondairy creamer)",1,Links to FNDDS,NA,1.387777
2011/2012,12220200,0,"Whipped topping, nondairy, frozen (Includes Cool Whip, Handiwhip Whipped Topping, Pet Whip)",1,Links to FNDDS,NA,0.58185
2011/2012,12220250,0,"Whipped topping, nondairy, frozen, lowfat (Includes Cool Whip Lite)",1,Links to FNDDS,NA,0.57574
2011/2012,12220270,0,"Whipped topping, nondairy, frozen, fat free (Includes Cool Whip Free)",1,Links to FNDDS,NA,0.596254
2011/2012,12220280,0,"Whipped topping, nondairy, frozen, sugar free (Includes Cool Whip Sugar Free)",1,Links to FNDDS,NA,0.592774
2011/2012,12310100,0,Sour cream (Includes with chives),1,Links to FNDDS,NA,0.394469
2011/2012,12310300,0,"Sour cream, reduced fat (Includes sour cream having 25%-49% less fat than regular sour cream)",1,Links to FNDDS,NA,0.415584
2011/2012,12310350,0,"Sour cream, light (Includes light sour cream having at least 50% less fat than regular sour cream, Land O Lakes Light Sour Cream, Lucerne Light Sour Cream)",1,Links to FNDDS,NA,0.417718
2011/2012,12310370,0,"Sour cream, fat free (Includes Land O Lakes No-Fat Sour Cream, Lucerne Nonfat Sour Cream, Real Dairy No Fat Sour Cream, Breakstone Fat Free Sour Cream)",1,Links to FNDDS,NA,0.375717
2011/2012,12320100,0,"Sour cream, imitation (nondairy) (Includes Imo, Zero)",1,Links to FNDDS,NA,0.835343
2011/2012,12350000,0,"Dip, sour cream base (Includes buttermilk type, onion dip, dip, NFS)",1,Links to FNDDS,NA,0.547787
2011/2012,12350100,0,Spinach dip (Includes sour cream and mayonnaise base),1,Links to FNDDS,NA,0.773962
2011/2012,12350110,0,"Spinach and artichoke dip (Includes sour cream, mayonnaise, and / or cheese base)",1,Links to FNDDS,NA,1.345074
2011/2012,13110000,0,"Ice cream, NFS (Includes NS as to flavor)",2,Links to altEC,NA,0.550122
2011/2012,13110100,0,"Ice cream, regular, flavors other than chocolate (Includes ice cream, regular, flavors with partial chocolate base)",2,Links to altEC,NA,0.246691
2011/2012,13110110,0,"Ice cream, regular, chocolate",1,Links to FNDDS,NA,0.235786
2011/2012,13110120,0,"Ice cream, rich, flavors other than chocolate (Includes flavors with partial chocolate base, Ben and Jerry's, Breyers Viennetta, Haagen-Dazs, Godiva)",1,Links to FNDDS,NA,0.859126
2011/2012,13110130,0,"Ice cream, rich, chocolate (Includes Ben and Jerry's, Breyers Viennetta, Haagen-Dazs, Godiva)",1,Links to FNDDS,NA,0.910635
2011/2012,13110200,0,"Ice cream, soft serve, flavors other than chocolate (Includes ice cream, soft serve, flavors with partial chocolate base)",2,Links to altEC,NA,0.550122
2011/2012,13110320,0,"Ice cream, no sugar added, flavors other than chocolate (Includes with low calorie sweetener, low carb ice cream, Breyers Carb Smart, Blue Bunny Carb Freedom, Turkey Hill IQ)",1,Links to FNDDS,NA,0.273928
2011/2012,13110330,0,"Ice cream, no sugar added, chocolate (Includes with low calorie sweetener, low carb ice cream, Breyers Carb Smart, Blue Bunny Carb Freedom, Turkey Hill Carb IQ)",1,Links to FNDDS,NA,0.261174
2011/2012,13120050,0,"Ice cream bar or stick, not chocolate covered or cake covered",2,Links to altEC,NA,0.967588
2011/2012,13120100,0,"Ice cream bar or stick, chocolate covered (Includes ice cream bar, NFS, ice cream nugget, NFS, 3 Musketeer vanilla ice cream bar, Rondos, Heath bar, Carnation Bon Bon, Klondike Krispy Ice Cream Bar, Mickey's Parade Mickey Mouse Bars)",2,Links to altEC,NA,0.637278
2011/2012,13120110,0,"Ice cream bar or stick, chocolate or caramel covered, with nuts (Includes Heaven Sundae, Vanilla fudge nuts, Heaven Sundae caramel, Heaven Sundae, NFS, Snickers ice cream bar, Butterfinger Ice Cream Bar)",2,Links to altEC,NA,1.018555
2011/2012,13120120,0,"Ice cream bar or stick, rich chocolate ice cream, thick chocolate covering (Includes DoveBar, Klondike bar)",1,Links to FNDDS,NA,0.666805
2011/2012,13120121,0,"Ice cream bar or stick, rich ice cream, thick chocolate covering (Includes DoveBar)",1,Links to FNDDS,NA,0.620556
2011/2012,13120130,0,"Ice cream bar or stick, rich ice cream, chocolate covered, with nuts (Includes Haagen-Dazs chocolate covered ice cream bars with nuts)",1,Links to FNDDS,NA,0.716106
2011/2012,13120140,0,"Ice cream bar or stick, chocolate ice cream, chocolate covered (Includes 3 Musketeer ice cream bar)",1,Links to FNDDS,NA,0.644351
2011/2012,13120300,0,"Ice cream bar, cake covered",1,Links to FNDDS,NA,0.701674
2011/2012,13120310,0,"Ice cream bar, stick or nugget, with crunch coating (Includes Dibs Ice Cream Snacks, bite size, all flavors)",2,Links to altEC,NA,0.770965
2011/2012,13120400,0,"Ice cream bar or stick with fruit (Includes Carnation Berry Swirl, Col. Crunch Sundae on a Stick)",1,Links to FNDDS,NA,0.817958
2011/2012,13120500,0,Ice cream sandwich (Includes Oreo Ice Cream sandwich),2,Links to altEC,NA,0.370301
2011/2012,13120550,0,Ice cream cookie sandwich (Includes Chipwich),2,Links to altEC,NA,0.648611
2011/2012,13120700,0,"Ice cream cone with nuts, flavors other than chocolate",4,FNDDS recipe with modified SR codes,NA,0.482151
2011/2012,13120710,0,"Ice cream cone, chocolate covered, with nuts, flavors other than chocolate (Includes Nutty Buddy, Choco Taco)",1,Links to FNDDS,NA,0.6684
2011/2012,13120720,0,"Ice cream cone, chocolate covered or dipped, flavors other than chocolate",1,Links to FNDDS,NA,0.623987
2011/2012,13120730,0,"Ice cream cone, no topping, flavors other than chocolate",4,FNDDS recipe with modified SR codes,NA,0.359791
2011/2012,13120750,0,"Ice cream cone with nuts, chocolate ice cream",5,Modified FNDDS recipe,NA,0.492426
2011/2012,13120770,0,"Ice cream cone, no topping, chocolate ice cream",5,Modified FNDDS recipe,NA,0.4238
2011/2012,13120790,0,"Ice cream sundae cone (Includes Drumstick, all flavors)",1,Links to FNDDS,NA,0.542181
2011/2012,13120800,0,"Ice cream soda, flavors other than chocolate (Includes root beer float)",4,FNDDS recipe with modified SR codes,NA,0.125458
2011/2012,13121100,0,"Ice cream sundae, fruit topping, with whipped cream (Includes banana split, fruit parfait, with nuts)",4,FNDDS recipe with modified SR codes,NA,0.792523
2011/2012,13130300,0,"Light ice cream, flavors other than chocolate (formerly ice milk) (Includes flavors with partial chocolate base, Edy's Grand Light, Light and Lively, Dreyer's Grand Light, Carnation Smooth 'N Lite, Breyers Light, Hood Light, Borden Light, Friendly's Light",2,Links to altEC,NA,0.222221
2011/2012,13130310,0,"Light ice cream, chocolate (formerly ice milk) (Includes Dreyer's Grand Light, Breyers Light, Hood Light, Healthy Choice Low Fat Ice Cream)",2,Links to altEC,NA,0.173078
2011/2012,13130330,0,"Light ice cream, no sugar added, flavors other than chocolate (Includes flavors with partial chocolate base, with low calorie sweetener, Blue Bunny Light No Sugar Added, Breyers Light No Sugar Added, Healthy Choice Light No Sugar Added, Baskin Robbins Sug",1,Links to FNDDS,NA,0.253849
2011/2012,13130340,0,"Light ice cream, no sugar added, chocolate (Includes with low calorie sweetener, Hood Light No Sugar Added, Healthy Choice Light No Sugar Added, Edy's Light No Sugar Added, Breyers Light No Sugar Added)",1,Links to FNDDS,NA,0.268695
2011/2012,13130600,0,"Light ice cream, soft serve, flavors other than chocolate (formerly ice milk) (Includes Tastee Freeze, Dairy Queen, light ice cream, soft serve, flavors with partial chocolate base, Wendy's Frosty Dairy Dessert)",2,Links to altEC,NA,0.222221
2011/2012,13130610,0,"Light ice cream, soft serve, chocolate (formerly ice milk) (Includes Tastee Freeze, Dairy Queen, Wendy's Frosty Dairy Dessert, Milky Way Shake)",2,Links to altEC,NA,0.173078
2011/2012,13130620,0,"Light ice cream, soft serve cone, flavors other than chocolate (formerly ice milk) (Includes Dairy Queen soft serve cone, McDonald's reduced fat ice cream cone)",2,Links to altEC,NA,1.029829
2011/2012,13130700,0,"Light ice cream, soft serve, blended with candy or cookies (Includes Dairy Queen Blizzard, all flavors, McDonald's McFlurry, all flavors)",2,Links to altEC,NA,0.226781
2011/2012,13135000,0,"Ice cream sandwich, made with light ice cream, flavors other than chocolate (Includes Dairy Queen, Klondike Slim-A-Bear 98% Fat Free, Skinny Cow, Turkey Hill, Weight Watchers, Breyers Light, NS as to flavor of ice cream)",2,Links to altEC,NA,0.630582
2011/2012,13135010,0,"Ice cream sandwich, made with light chocolate ice cream (Includes Klondike Slim-a-Bear 98% Fat Free, Skinny Cow, Weight Watchers)",1,Links to FNDDS,NA,0.631099
2011/2012,13140100,0,"Light ice cream, bar or stick, chocolate-coated (formerly ice milk) (Includes Light Eskimo Pie, Weight Watchers English Toffee Crunch Bar, Dairy Queen Chocolate Dilly Bar, Dairy Queen Dilly Bar, NFS)",1,Links to FNDDS,NA,1.152334
2011/2012,13140500,0,"Light ice cream, cone, flavors other than chocolate (formerly ice milk)",4,FNDDS recipe with modified SR codes,NA,0.376353
2011/2012,13140700,0,"Light ice cream, creamsicle or dreamsicle (formerly ice milk)",1,Links to FNDDS,NA,0.45494
2011/2012,13140900,0,"Light ice cream, fudgesicle (formerly ice milk)",1,Links to FNDDS,NA,0.447329
2011/2012,13142000,0,"Milk dessert bar or stick, frozen, with coconut (Includes Frut Stix)",1,Links to FNDDS,NA,0.697897
2011/2012,13150000,0,"Sherbet, all flavors (Includes Flintstone Push-up Sherbet Treats)",2,Links to altEC,NA,0.242611
2011/2012,13160160,0,"Fat free ice cream, no sugar added, flavors other than chocolate (Includes made with low-calorie sweetener, Turkey Hill Fat Free No Sugar Added, Edy's No Sugar Added Fat Free, Wells' Blue Bunny Fat Free No Sugar Added)",1,Links to FNDDS,NA,0.281
2011/2012,13160400,0,"Fat free ice cream, flavors other than chocolate (Includes Edy's American Dream, Lucerne Fat Free, Sealtest Fat Free, Hood Free, flavors with partial chocolate base)",1,Links to FNDDS,NA,0.320814
2011/2012,13161000,0,"Milk dessert bar, frozen, made from lowfat milk (Includes Weight Watchers Treat Bar)",2,Links to altEC,NA,0.697897
2011/2012,13161600,0,"Milk dessert bar, frozen, made from lowfat milk and low calorie sweetener (Includes sugar free Fudgesicle Fudge Pops)",2,Links to altEC,NA,0.58401
2011/2012,13161630,0,"Light ice cream, bar or stick, with low-calorie sweetener, chocolate-coated (formerly ice milk) (Includes Klondike Lite Sugar Free, Sugar Free Eskimo Pie)",2,Links to altEC,NA,0.555045
2011/2012,13200110,0,"Pudding, NFS",1,Links to FNDDS,NA,0.56244
2011/2012,13210110,0,"Pudding, bread (Includes with raisins)",1,Links to FNDDS,NA,0.542296
2011/2012,13210110,202027,"Pudding, bread W/ 2% MILK",4,FNDDS recipe with modified SR codes,NA,NA
2011/2012,13210110,206233,"Pudding, bread W/ WHOLE MILK",4,FNDDS recipe with modified SR codes,NA,NA
2011/2012,13210220,0,"Pudding, chocolate, NS as to from dry mix or ready-to-eat (Includes canned)",2,Links to altEC,NA,0.317607
2011/2012,13210280,0,"Pudding, flavors other than chocolate, NS as to from dry mix or ready-to-eat (Includes canned)",2,Links to altEC,NA,0.323565
2011/2012,13210300,0,Custard,1,Links to FNDDS,NA,0.599738
2011/2012,13210300,201627,Custard W/ WHOLE MILK,4,FNDDS recipe with modified SR codes,NA,0.142661
2011/2012,13210350,0,"Flan (Includes Custard, Puerto Rican style, made with evaporated milk, Leche flan)",1,Links to FNDDS,NA,0.634932
2011/2012,13210350,202228,"Custard, Puerto Rican style (Flan) W/ 2% MILK",4,FNDDS recipe with modified SR codes,NA,0.13305
2011/2012,13210350,202769,"Custard, Puerto Rican style (Flan) W/ WHOLE MILK",4,FNDDS recipe with modified SR codes,NA,0.135269
2011/2012,13210410,0,"Pudding, rice",1,Links to FNDDS,NA,0.456922
2011/2012,13220110,0,"Pudding, flavors other than chocolate, prepared from dry mix, milk added (Includes made from home recipe)",2,Links to altEC,NA,0.323565
2011/2012,13220110,100034,"Pudding, flavors other than chocolate, prepared from dry mix, milk added W/ 2% MILK",4,FNDDS recipe with modified SR codes,NA,0.262682
2011/2012,13230110,0,"Pudding, ready-to-eat, flavors other than chocolate (Includes commercial snack pack, canned, Jell-O)",1,Links to FNDDS,NA,0.323565
2011/2012,13230120,0,"Pudding, ready-to-eat, low calorie, containing artificial sweetener, flavors other than chocolate (Includes commercial snack pack, canned, Jell-O Sugar Free/Reduced Calorie)",1,Links to FNDDS,NA,0.434959
2011/2012,13230130,0,"Pudding, ready-to-eat, chocolate (Includes commercial snack pack, canned, Jell-O)",1,Links to FNDDS,NA,0.317607
2011/2012,13230140,0,"Pudding, ready-to-eat, low calorie, containing artificial sweetener, chocolate (Includes commercial snack pack, canned, Jell-O Sugar Free/Reduced Calorie)",1,Links to FNDDS,NA,0.532046
2011/2012,13230200,0,"Pudding, ready-to-eat, chocolate and non-chocolate flavors combined (Includes Jell-O Chocolate Vanilla Swirls Pudding Snack, commercial snack pack, canned)",1,Links to FNDDS,NA,0.315884
2011/2012,13230500,0,"Pudding, ready-to-eat, tapioca (Includes commercial snack pack, canned, Jell-O)",1,Links to FNDDS,NA,0.363201
2011/2012,13250000,0,"Mousse, chocolate",1,Links to FNDDS,NA,NA
2011/2012,13250000,207827,"Mousse, chocolate W/ LOWFAT MILK",4,FNDDS recipe with modified SR codes,NA,0.483255
2011/2012,13250100,0,"Mousse, not chocolate (Includes fruit mousse)",1,Links to FNDDS,NA,NA
2011/2012,13252200,0,"Milk dessert or milk candy, Puerto Rican style (Dulce de leche)",2,Links to altEC,NA,0.768342
2011/2012,13252500,0,"Barfi or Burfi, Indian dessert, made from milk and/or cream and/or Ricotta cheese (Includes with nuts)",4,FNDDS recipe with modified SR codes,NA,0.449766
2011/2012,13252600,0,Tiramisu,1,Links to FNDDS,NA,1.87621
2011/2012,13411000,0,"White sauce, milk sauce (Includes cream sauce)",1,Links to FNDDS,NA,1.085957
2011/2012,13412000,0,"Milk gravy, quick gravy",2,Links to altEC,NA,0.376691
2011/2012,14010000,0,"Cheese, NFS",4,FNDDS recipe with modified SR codes,NA,0.951109
2011/2012,14101010,0,"Cheese, Blue or Roquefort (Includes Gorgonzola, Stilton)",1,Links to FNDDS,NA,2.325151
2011/2012,14102010,0,"Cheese, Brick (Includes Beer, Elbinger, Zweizeitige, Wilstermarsch, Bondost, Oka, Havarti, Tilsit)",1,Links to FNDDS,NA,1.744834
2011/2012,14103010,0,"Cheese, Camembert",1,Links to FNDDS,NA,2.752243
2011/2012,14103020,0,"Cheese, Brie",1,Links to FNDDS,NA,2.112955
2011/2012,14104100,0,"Cheese, Cheddar (Includes Coon, sharp cheese, Tillamook, Hoop, Pioneer, New York, Wisconsin, Longhorn)",1,Links to FNDDS,NA,1.052277
2011/2012,14104110,0,"Cheese, Cheddar, reduced fat (Includes lowfat, part skim, made from 2% milk, Kraft natural reduced fat cheese, Weight Watchers reduced fat cheddar cheese, Colby/Colby Jack, reduced fat)",1,Links to FNDDS,NA,1.254906
